         50343999 function calls (50336476 primitive calls) in 552.551 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 patches.py:355(set_linestyle)
        1    0.000    0.000    0.000    0.000 patches.py:3558(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3592(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3614(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3636(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3664(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3747(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3846(Wedge)
       11    0.000    0.000    0.000    0.000 patches.py:389(set_fill)
        1    0.000    0.000    0.000    0.000 patches.py:3901(FancyArrowPatch)
       11    0.000    0.000    0.003    0.000 patches.py:41(__init__)
       15    0.000    0.000    0.000    0.000 patches.py:411(set_capstyle)
       11    0.000    0.000    0.000    0.000 patches.py:430(set_joinstyle)
        1    0.000    0.000    0.000    0.000 patches.py:4332(ConnectionPatch)
       11    0.000    0.000    0.000    0.000 patches.py:449(set_hatch)
        1    0.000    0.000    0.000    0.000 patches.py:561(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:625(Rectangle)
        7    0.000    0.000    0.002    0.000 patches.py:636(__init__)
       10    0.000    0.000    0.000    0.000 patches.py:673(get_path)
       29    0.000    0.000    0.003    0.000 patches.py:679(_update_patch_transform)
       29    0.000    0.000    0.000    0.000 patches.py:698(_convert_units)
       29    0.000    0.000    0.003    0.000 patches.py:708(get_patch_transform)
        5    0.000    0.000    0.000    0.000 patches.py:724(get_width)
        1    0.000    0.000    0.000    0.000 patches.py:794(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:880(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:911(Polygon)
        1    0.000    0.000    0.000    0.000 path.py:10(<module>)
       35    0.000    0.000    0.001    0.000 path.py:193(_update_values)
       15    0.000    0.000    0.000    0.000 path.py:203(vertices)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
        5    0.000    0.000    0.000    0.000 path.py:217(codes)
        5    0.000    0.000    0.000    0.000 path.py:236(simplify_threshold)
        5    0.000    0.000    0.000    0.000 path.py:255(should_simplify)
       10    0.000    0.000    0.000    0.000 path.py:621(unit_rectangle)
       35    0.000    0.000    0.001    0.000 path.py:96(__init__)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
       15    0.000    0.000    0.000    0.000 pathlib.py:1001(_init)
        3    0.000    0.000    0.000    0.000 pathlib.py:1050(home)
        1    0.000    0.000    0.000    0.000 pathlib.py:109(_WindowsFlavour)
        6    0.000    0.000    0.000    0.000 pathlib.py:1146(stat)
        3    0.000    0.000    0.000    0.000 pathlib.py:1234(mkdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:125(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1336(is_dir)
        1    0.000    0.000    0.000    0.000 pathlib.py:1460(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1467(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:273(_PosixFlavour)
       16    0.000    0.000    0.000    0.000 pathlib.py:281(splitroot)
        3    0.000    0.000    0.000    0.000 pathlib.py:356(gethomedir)
        1    0.000    0.000    0.000    0.000 pathlib.py:376(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:381(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:454(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:46(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:479(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:485(_PreciseSelector)
        2    0.000    0.000    0.000    0.000 pathlib.py:50(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:501(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:524(_RecursiveWildcardSelector)
       15    0.000    0.000    0.000    0.000 pathlib.py:53(parse_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:567(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:595(PurePath)
       14    0.000    0.000    0.000    0.000 pathlib.py:624(_parse_args)
       12    0.000    0.000    0.000    0.000 pathlib.py:644(_from_parts)
        3    0.000    0.000    0.000    0.000 pathlib.py:657(_from_parsed_parts)
        9    0.000    0.000    0.000    0.000 pathlib.py:667(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:678(_make_child)
       19    0.000    0.000    0.000    0.000 pathlib.py:684(__str__)
        9    0.000    0.000    0.000    0.000 pathlib.py:694(__fspath__)
        1    0.000    0.000    0.000    0.000 pathlib.py:770(name)
        1    0.000    0.000    0.000    0.000 pathlib.py:807(with_name)
        2    0.000    0.000    0.000    0.000 pathlib.py:891(__truediv__)
        2    0.000    0.000    0.000    0.000 pathlib.py:91(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:954(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:964(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:977(Path)
       12    0.000    0.000    0.000    0.000 pathlib.py:991(__new__)
        1    0.000    0.000    0.000    0.000 pickle.py:1021(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:125(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:184(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:19(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:207(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:230(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:270(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:373(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:418(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:462(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:521(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:705(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:759(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 polar.py:833(PolarAxes)
        1    0.000    0.000    0.000    0.000 polar.py:86(PolarAffine)
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:934(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
       26    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        3    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
       28    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
       28    0.000    0.000    0.000    0.000 posixpath.py:331(normpath)
       28    0.000    0.000    0.000    0.000 posixpath.py:369(abspath)
      488    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
      316    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
      143    0.000    0.000    0.001    0.000 posixpath.py:75(join)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.004    0.004 py3k.py:4(<module>)
        1    0.000    0.000    0.279    0.279 pylab.py:214(<module>)
       23    0.000    0.000    0.003    0.000 pyparsing.py:1049(_trim_arity)
       22    0.000    0.000    0.003    0.000 pyparsing.py:1057(extract_stack)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1079(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1113(ParserElement)
      232    0.001    0.000    0.001    0.000 pyparsing.py:1154(__init__)
      429    0.000    0.000    0.004    0.000 pyparsing.py:1177(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1200(setName)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1214(setResultsName)
       21    0.000    0.000    0.003    0.000 pyparsing.py:1260(setParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1298(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1308(addCondition)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1361(preParse)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1376(postParse)
   260/11    0.001    0.000    0.003    0.000 pyparsing.py:1380(_parseNoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1477(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1500(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1501(__init__)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1506(get)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1509(set)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1517(clear)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1564(_parseCache)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1589(resetCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1595(enablePackrat)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1630(parseString)
       66    0.000    0.000    0.001    0.000 pyparsing.py:1843(__add__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1863(__radd__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1899(__mul__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1948(makeOptionalList)
        1    0.000    0.000    0.000    0.000 pyparsing.py:196(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1970(__or__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2042(__invert__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2048(__call__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2067(suppress)
       74    0.000    0.000    0.000    0.000 pyparsing.py:2074(leaveWhitespace)
      137    0.000    0.000    0.000    0.000 pyparsing.py:2083(setWhitespaceChars)
       95    0.000    0.000    0.000    0.000 pyparsing.py:213(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:215(ParseBaseException)
      115    0.000    0.000    0.000    0.000 pyparsing.py:2175(__str__)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2181(streamline)
       93    0.000    0.000    0.000    0.000 pyparsing.py:219(__init__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2226(__hash__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2386(Token)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2390(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2394(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2405(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2420(Literal)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2434(__init__)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2453(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2461(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2526(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2549(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2567(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2628(Word)
       10    0.000    0.000    0.002    0.000 pyparsing.py:2675(__init__)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2678(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:271(ParseException)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2729(parseImpl)
       21    0.000    0.000    0.000    0.000 pyparsing.py:2764(__str__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2773(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2787(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2798(Regex)
       27    0.000    0.000    0.007    0.000 pyparsing.py:2816(__init__)
       37    0.000    0.000    0.000    0.000 pyparsing.py:2852(parseImpl)
       54    0.000    0.000    0.000    0.000 pyparsing.py:2870(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2904(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:292(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:297(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3041(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3057(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3081(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3098(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3112(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3127(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3130(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3132(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:316(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3163(_PositionToken)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3170(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3196(LineStart)
