         50343999 function calls (50336476 primitive calls) in 552.551 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1433    0.000    0.000    0.001    0.000 inspect.py:158(isfunction)
      615    0.004    0.000    0.012    0.000 inspect.py:2115(_signature_from_function)
      615    0.002    0.000    0.014    0.000 inspect.py:2196(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2397(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2401(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2405(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2433(Parameter)
     1824    0.002    0.000    0.005    0.000 inspect.py:2465(__init__)
     3950    0.000    0.000    0.000    0.000 inspect.py:2515(name)
     1828    0.000    0.000    0.000    0.000 inspect.py:2519(default)
     1398    0.000    0.000    0.000    0.000 inspect.py:2523(annotation)
     2586    0.000    0.000    0.000    0.000 inspect.py:2527(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2588(BoundArguments)
        1    0.000    0.000    0.003    0.003 inspect.py:27(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2718(Signature)
      654    0.002    0.000    0.003    0.000 inspect.py:2748(__init__)
     2400    0.001    0.000    0.001    0.000 inspect.py:2797(<genexpr>)
       39    0.000    0.000    0.003    0.000 inspect.py:2821(from_callable)
      615    0.000    0.000    0.000    0.000 inspect.py:2827(parameters)
      576    0.000    0.000    0.000    0.000 inspect.py:2831(return_annotation)
       39    0.000    0.000    0.001    0.000 inspect.py:2835(replace)
       39    0.000    0.000    0.003    0.000 inspect.py:3073(signature)
       39    0.000    0.000    0.000    0.000 inspect.py:484(unwrap)
       39    0.000    0.000    0.000    0.000 inspect.py:504(_is_wrapper)
      129    0.000    0.000    0.001    0.000 inspect.py:613(cleandoc)
      144    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
      144    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
       12    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 isoparser.py:9(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1764(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.003    0.003 latex_tools.py:5(<module>)
        1    0.000    0.000    0.025    0.025 legend.py:22(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:307(Legend)
        1    0.000    0.000    0.000    0.000 legend.py:50(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:130(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:134(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:174(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:179(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:206(HandlerLine2D)
        3    0.000    0.000    0.000    0.000 legend_handler.py:210(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:25(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:258(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:262(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:304(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:336(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:340(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:41(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:411(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:424(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:436(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:440(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:549(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:553(__init__)
       11    0.000    0.000    0.000    0.000 legend_handler.py:57(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:632(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:649(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:687(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 legendre.py:1794(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.002    0.002 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
       66    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       66    0.000    0.000    0.002    0.000 linecache.py:15(getline)
       66    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
       22    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:82(updatecache)
       18    0.000    0.000    0.000    0.000 lines.py:1002(set_linewidth)
       36    0.000    0.000    0.000    0.000 lines.py:1019(_split_drawstyle_linestyle)
       18    0.000    0.000    0.000    0.000 lines.py:1044(set_linestyle)
       18    0.000    0.000    0.000    0.000 lines.py:1120(set_markeredgecolor)
       18    0.000    0.000    0.000    0.000 lines.py:1135(set_markeredgewidth)
       18    0.000    0.000    0.000    0.000 lines.py:1149(set_markerfacecolor)
       18    0.000    0.000    0.000    0.000 lines.py:1163(set_markerfacecoloralt)
       18    0.000    0.000    0.000    0.000 lines.py:1177(set_markersize)
       24    0.000    0.000    0.000    0.000 lines.py:1190(set_xdata)
       24    0.000    0.000    0.000    0.000 lines.py:1202(set_ydata)
       18    0.000    0.000    0.000    0.000 lines.py:1254(set_dash_joinstyle)
       18    0.000    0.000    0.000    0.000 lines.py:1270(set_solid_joinstyle)
       18    0.000    0.000    0.000    0.000 lines.py:1299(set_dash_capstyle)
       18    0.000    0.000    0.000    0.000 lines.py:1315(set_solid_capstyle)
        1    0.000    0.000    0.000    0.000 lines.py:1348(VertexSelector)
        1    0.000    0.000    0.000    0.000 lines.py:208(Line2D)
       18    0.001    0.000    0.006    0.000 lines.py:277(__init__)
       29    0.000    0.000    0.000    0.000 lines.py:30(_get_dash_pattern)
        1    0.000    0.000    0.007    0.007 lines.py:4(<module>)
       18    0.000    0.000    0.000    0.000 lines.py:526(set_markevery)
       63    0.000    0.000    0.000    0.000 lines.py:58(_scale_dashes)
       18    0.000    0.000    0.000    0.000 lines.py:607(axes)
       18    0.000    0.000    0.000    0.000 lines.py:620(set_data)
        6    0.000    0.000    0.001    0.000 lines.py:637(recache)
       18    0.000    0.000    0.000    0.000 lines.py:703(set_transform)
        6    0.000    0.000    0.001    0.000 lines.py:939(get_path)
       18    0.000    0.000    0.000    0.000 lines.py:956(set_antialiased)
       18    0.000    0.000    0.000    0.000 lines.py:968(set_color)
       18    0.000    0.000    0.000    0.000 lines.py:979(set_drawstyle)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
       27    0.000    0.000    0.000    0.000 locale.py:647(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.001    0.001 markers.py:146(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:165(MarkerStyle)
       18    0.000    0.000    0.002    0.000 markers.py:223(__init__)
       36    0.000    0.000    0.001    0.000 markers.py:247(_recache)
       18    0.000    0.000    0.000    0.000 markers.py:269(set_fillstyle)
       18    0.000    0.000    0.002    0.000 markers.py:294(set_marker)
        6    0.000    0.000    0.000    0.000 markers.py:335(_set_nothing)
        3    0.000    0.000    0.000    0.000 markers.py:753(_set_tickleft)
        3    0.000    0.000    0.000    0.000 markers.py:759(_set_tickright)
        3    0.000    0.000    0.000    0.000 markers.py:767(_set_tickup)
        3    0.000    0.000    0.000    0.000 markers.py:773(_set_tickdown)
        1    0.000    0.000    0.000    0.000 mathtext.py:1053(StixSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1060(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1244(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1280(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1291(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1300(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1307(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1311(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1352(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1355(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:137(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:1385(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1411(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1418(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1425(Char)
        1    0.000    0.000    0.000    0.000 mathtext.py:1503(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1532(List)
        1    0.000    0.000    0.000    0.000 mathtext.py:1594(Hlist)
        1    0.000    0.000    0.007    0.007 mathtext.py:16(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1705(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1779(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1796(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1807(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1816(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1849(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:1853(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1885(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1889(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1893(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1897(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1901(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1905(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1909(SsGlue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1913(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1922(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1930(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:1959(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:1973(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2010(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2037(Ship)
        1    0.000    0.000    0.000    0.000 mathtext.py:211(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:217(MathtextBackendPs)
        1    0.000    0.000    0.005    0.005 mathtext.py:2202(Parser)
        1    0.000    0.000    0.000    0.000 mathtext.py:2523(State)
        1    0.000    0.000    0.000    0.000 mathtext.py:257(MathtextBackendPdf)
        1    0.000    0.000    0.005    0.005 mathtext.py:2738(<lambda>)
        1    0.000    0.000    0.005    0.005 mathtext.py:2738(<listcomp>)
    10751    0.002    0.000    0.004    0.000 mathtext.py:2739(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:285(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:314(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:3204(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:3227(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:342(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:370(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:529(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:634(BakomaFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:746(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:83(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:861(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:904(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:919(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:934(StixFonts)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.007    0.007 mlab.py:155(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:1557(PCA)
        1    0.000    0.000    0.000    0.000 mlab.py:2943(FormatObj)
        1    0.000    0.000    0.000    0.000 mlab.py:2962(FormatString)
        1    0.000    0.000    0.000    0.000 mlab.py:2969(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 mlab.py:2980(FormatFloat)
        1    0.000    0.000    0.000    0.000 mlab.py:2999(FormatInt)
        1    0.000    0.000    0.000    0.000 mlab.py:3012(FormatBool)
        1    0.000    0.000    0.000    0.000 mlab.py:3021(FormatPercent)
        1    0.000    0.000    0.000    0.000 mlab.py:3027(FormatThousands)
        1    0.000    0.000    0.000    0.000 mlab.py:3033(FormatMillions)
        1    0.000    0.000    0.000    0.000 mlab.py:3039(FormatDate)
        1    0.000    0.000    0.000    0.000 mlab.py:3057(FormatDatetime)
        1    0.000    0.000    0.000    0.000 mlab.py:3601(GaussianKDE)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:324(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:341(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:475(StructType)
        1    0.000    0.000    0.000    0.000 model.py:479(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:483(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.005    0.005 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:156(ones)
       60    0.000    0.000    0.000    0.000 numeric.py:1927(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2171(identity)
        6    0.000    0.000    0.001    0.000 numeric.py:2274(isclose)
        6    0.000    0.000    0.000    0.000 numeric.py:2350(within_tol)
       18    0.000    0.000    0.000    0.000 numeric.py:2491(seterr)
       18    0.000    0.000    0.000    0.000 numeric.py:2592(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2817(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(errstate)
        9    0.000    0.000    0.000    0.000 numeric.py:2887(__init__)
        9    0.000    0.000    0.000    0.000 numeric.py:2891(__enter__)
        9    0.000    0.000    0.000    0.000 numeric.py:2896(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2902(_setdef)
        4    0.000    0.000    0.000    0.000 numeric.py:2916(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:2923(<listcomp>)
      182    0.000    0.000    0.001    0.000 numeric.py:433(asarray)
      260    0.000    0.000    0.000    0.000 numeric.py:504(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:83(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
       62    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:299(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:340(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:369(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:418(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:432(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:565(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:750(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:766(_construct_lookups)
        1    0.000    0.000    0.001    0.001 numerictypes.py:81(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:942(_register_types)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1214(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1260(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1365(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:138(OffsetBox)
        1    0.000    0.000    0.023    0.023 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1607(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1730(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1758(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:273(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:317(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:393(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:471(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:554(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:686(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:856(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:966(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 os.py:1076(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       17    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
       23    0.000    0.000    0.000    0.000 os.py:751(encode)
        3    0.000    0.000    0.000    0.000 os.py:755(decode)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:724(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.012    0.012 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.007    0.007 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1014(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1105(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1172(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1274(YAArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1378(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1407(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1490(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1534(Arc)
        6    0.000    0.000    0.001    0.000 patches.py:1811(_pprint_table)
      204    0.000    0.000    0.000    0.000 patches.py:1815(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1815(<listcomp>)
       24    0.000    0.000    0.000    0.000 patches.py:1816(<genexpr>)
       24    0.000    0.000    0.000    0.000 patches.py:1820(<genexpr>)
      224    0.000    0.000    0.000    0.000 patches.py:1822(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1822(<listcomp>)
        6    0.000    0.000    0.003    0.000 patches.py:1830(_pprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1854(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1863(_Style)
        1    0.000    0.000    0.000    0.000 patches.py:19(Patch)
       24    0.000    0.000    0.002    0.000 patches.py:191(get_transform)
       56    0.000    0.000    0.000    0.000 patches.py:1919(_register_style)
        1    0.000    0.000    0.001    0.001 patches.py:1927(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:1963(_Base)
        5    0.000    0.000    0.000    0.000 patches.py:198(get_data_transform)
        1    0.000    0.000    0.000    0.000 patches.py:2012(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2041(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2063(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2101(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2116(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2166(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2228(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2281(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2379(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2413(FancyBboxPatch)
       12    0.000    0.000    0.000    0.000 patches.py:246(set_antialiased)
       32    0.000    0.000    0.000    0.000 patches.py:259(_set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2645(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2687(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2700(SimpleEvent)
       16    0.000    0.000    0.000    0.000 patches.py:274(set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2779(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2815(Angle3)
       32    0.000    0.000    0.001    0.000 patches.py:285(_set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2853(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2915(Arc)
       16    0.000    0.000    0.001    0.000 patches.py:292(set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3009(Bar)
        1    0.000    0.000    0.001    0.001 patches.py:3102(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:3141(_Base)
        5    0.000    0.000    0.000    0.000 patches.py:319(set_alpha)
        1    0.000    0.000    0.000    0.000 patches.py:3220(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3355(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3364(CurveA)
       16    0.000    0.000    0.000    0.000 patches.py:337(set_linewidth)
        1    0.000    0.000    0.000    0.000 patches.py:3383(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3402(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3421(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3441(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3461(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3481(_Bracket)
